ANO;MES;DESPESAS;ARRECADACAO;SUBSIDIO;MULTAS;EMPRESTIMO;TRANSFERENCIA;BALANCO;IN_IPCA;C_REAL;C_DESPESAS;C_ARRECADACAO;C_SUBSIDIO;C_MULTAS;C_EMPRESTIMO;C_TRANSFERENCIA;PAX;IN_PAX;TARIFA;C_TARIFA;IN_C_TARIFA;SMSP;C_SMSP;IN_C_SMSP
2012;JUN;461607460,40;372643094,11;60280195,64;32000000,00;-1000000,00;-2315829,35;0,00;3482,72;0,60;-276440669,36;223163001,48;36099714,72;19163688,15;-598865,25;-1386869,73;236993197,00;2,333;3,00;1,80;1,057;622,00;372,49;1,862
2012;JUL;534184137,20;380792655,61;162274209,45;-7300000,00;-1600000,00;17272,14;0,00;3497,70;0,60;-318534228,57;227066822,76;96764180,22;-4352993,11;-954080,68;10299,38;233835645,00;2,302;3,00;1,79;1,052;622,00;370,90;1,854
2012;AGO;542622806,91;428960193,99;107491051,39;7850000,00;-900000,00;-778438,47;0,00;3512,04;0,59;-322245058,69;254744734,51;63835245,63;4661845,54;-534479,11;-462287,89;268012040,00;2,638;3,00;1,78;1,048;622,00;369,38;1,847
2012;SET;455219000,93;360150737,27;100150672,92;-5300000,00;;217590,74;0,00;3532,06;0,59;-268806635,75;212668864,55;59138931,81;-3129647,85;0,00;128487,24;241593067,00;2,378;3,00;1,77;1,042;622,00;367,29;1,836
2012;OUT;540024078,03;416420938,26;99687948,72;24210000,00;;-294808,95;0,00;3552,90;0,59;-317013543,60;244454057,96;58520408,93;14212140,17;0,00;-173063,45;261898446,00;2,578;3,00;1,76;1,036;622,00;365,14;1,826
2012;NOV;513451972,78;374261214,85;132400000,00;6750000,00;;40757,93;0,00;3574,22;0,58;-299616842,44;218394259,61;77259942,59;3938856,59;0,00;23783,65;236376151,00;2,327;3,00;1,75;1,030;622,00;362,96;1,815
2012;DEZ;418735368,76;341239136,61;60063156,34;17550000,00;;-116924,19;0,00;3602,46;0,58;-242431001,01;197563787,65;34774160,97;10160746,82;0,00;-67694,42;228282488,00;2,247;3,00;1,74;1,022;622,00;360,11;1,801
2013;JAN;474434675,02;391021514,71;100000000,00;;;-16586839,69;0,00;3633,44;0,57;-272336659,75;224455544,28;57402351,49;0,00;0,00;-9521236,02;219384518,00;2,159;3,00;1,72;1,013;678,00;389,19;1,946
2013;FEV;439685845,57;363325528,20;95240688,77;;-20000,00;-18860371,40;0,00;3655,24;0,57;-250884750,22;207313551,96;54344338,47;0,00;-11412,00;-10761728,21;218310131,00;2,149;3,00;1,71;1,007;678,00;386,87;1,934
2013;MAR;483557030,76;382252732,12;83627056,29;;;17677242,35;0,00;3672,42;0,57;-274626874,90;217093055,35;47494371,22;0,00;0,00;10039448,33;250615318,00;2,467;3,00;1,70;1,002;678,00;385,06;1,925
2013;ABR;543638762,47;429002799,94;104903511,86;;;9732450,67;0,00;3692,62;0,56;-307060161,65;242311031,13;59252009,85;0,00;0,00;5497120,67;257706923,00;2,537;3,00;1,69;0,997;678,00;382,95;1,915
2013;MAI;507955149,42;422578337,19;83537456,37;;-580000,00;2419355,86;0,00;3706,28;0,56;-285847776,22;237802644,78;47010048,35;0,00;-326390,45;1361473,53;252787946,00;2,488;3,20;1,80;1,059;678,00;381,54;1,908
2013;JUN;488188511,19;378567078,31;83598543,32;19050000,00;;6972889,56;0,00;3715,92;0,56;-274011554,08;212482987,76;46922379,88;10692427,18;0,00;3913759,26;239120345,00;2,354;3,00;1,68;0,990;678,00;380,55;1,903
2013;JUL;491113258,92;401680302,76;108748011,24;-18500000,00;;-815055,08;0,00;3717,03;0,56;-275570846,04;225388703,85;61020102,63;-10380621,09;0,00;-457339,35;233011598,00;2,294;3,00;1,68;0,990;678,00;380,44;1,902
2013;AGO;540762640,60;400649293,96;114879854,86;25050000,00;;183491,78;0,00;3725,95;0,56;-302703424,43;224271989,54;64306449,55;14022271,90;0,00;102713,44;261483473,00;2,574;3,00;1,68;0,988;678,00;379,52;1,898
2013;SET;511751867,79;390581884,74;104716032,51;16870000,00;-107214,68;-308834,78;0,00;3738,99;0,56;-285464961,29;217874031,59;58412601,98;9410408,05;-59806,40;-172273,94;249295127,00;2,454;3,00;1,67;0,984;678,00;378,20;1,891
2013;OUT;546084835,25;423614368,98;132412944,40;-9250000,00;;-692478,13;0,00;3760,30;0,55;-302890253,22;234961044,89;73443882,10;-5130585,33;0,00;-384088,45;266365438,00;2,622;3,00;1,66;0,979;678,00;376,06;1,880
2013;NOV;506382510,59;369632481,61;104664566,22;31100000,00;;985462,76;0,00;3780,61;0,55;-279360175,92;203918170,41;57741156,18;17157191,04;0,00;543658,29;243618798,00;2,398;3,00;1,66;0,974;678,00;374,04;1,870
2013;DEZ;527942447,84;377952489,58;144629589,95;5500000,00;;-139631,69;0,00;3815,39;0,55;-288599331,81;206607436,85;79061653,77;3006570,76;0,00;-76329,56;232512850,00;2,289;3,00;1,64;0,965;678,00;370,63;1,853
2014;JAN;483511682,83;388234081,38;103881556,21;4350000,00;;-12953954,76;0,00;3836,37;0,54;-262865846,27;211067248,17;56476222,09;2364919,96;0,00;-7042543,96;226842133,00;2,233;3,00;1,63;0,959;724,00;393,61;1,968
2014;FEV;492094356,84;378871049,85;105053369,85;3200000,00;;4969937,14;0,00;3862,84;0,54;-265698646,12;204565493,59;56721922,84;1727789,92;0,00;2683439,77;235651304,00;2,319;3,00;1,62;0,953;724,00;390,91;1,955
2014;MAR;497547220,51;381984388,17;103561234,73;2900000,00;;9101597,61;0,00;3898,38;0,54;-266193723,26;204366223,59;55406501,18;1551534,74;0,00;4869463,75;243341284,00;2,395;3,00;1,61;0,944;724,00;387,35;1,937
2014;ABR;519938445,45;400179027,20;158902974,93;1350000,00;;-40493556,68;0,00;3924,50;0,53;-276321879,71;212675600,32;84449167,22;717459,04;0,00;-21520346,87;245433981,00;2,416;3,00;1,59;0,938;724,00;384,77;1,924
2014;MAI;526154197,64;392167959,19;118483647,45;6457214,68;;9045376,32;0,00;3942,55;0,53;-278345052,55;207463917,80;62679984,73;3415982,93;0,00;4785167,08;247352864,00;2,435;3,00;1,59;0,934;724,00;383,01;1,915
2014;JUN;495754852,05;348770075,63;143337101,23;1000000,00;;2647675,19;0,00;3958,32;0,53;-261218390,59;183770582,30;75525810,27;526910,41;0,00;1395087,61;220713789,00;2,172;3,00;1,58;0,930;724,00;381,48;1,907
2014;JUL;533811098,11;401161495,64;159024864,99;3000000,00;;-29375262,52;0,00;3958,72;0,53;-281242202,30;211354808,68;83783389,68;1580571,50;0,00;-15476567,56;239345231,00;2,356;3,00;1,58;0,930;724,00;381,44;1,907
2014;AGO;575225052,26;390504039,19;150046380,20;;;34674632,87;0,00;3968,62;0,53;-302305432,87;205226618,94;78855807,37;0,00;0,00;18223006,56;256622446,00;2,526;3,00;1,58;0,927;724,00;380,49;1,902
2014;SET;596675258,91;413614273,13;191531944,12;2100000,00;;-10570958,34;0,00;3991,24;0,52;-311801258,26;216140101,12;100087778,54;1097385,27;0,00;-5524006,67;259424174,00;2,553;3,00;1,57;0,922;724,00;378,34;1,892
2014;OUT;640568742,55;420904727,66;187389273,62;2500000,00;;29774741,27;0,00;4008,00;0,52;-333338676,39;219030082,93;97513488,07;1300948,10;0,00;15494157,28;269297610,00;2,651;3,00;1,56;0,918;724,00;376,75;1,884
2014;NOV;529914593,29;353342397,77;168369042,98;6740000,00;;1463152,54;0,00;4028,44;0,52;-274357386,22;182939096,07;87171199,16;3489560,03;0,00;757530,95;242491042,00;2,387;3,00;1,55;0,914;724,00;374,84;1,874
2014;DEZ;568619048,18;394120118,32;174612742,68;1860000,00;;-1973812,82;0,00;4059,86;0,51;-292117801,21;202472116,87;89704153,63;955541,52;0,00;-1014010,81;233762482,00;2,301;3,00;1,54;0,907;724,00;371,94;1,860
2015;JAN;510155787,36;394478180,21;132561610,48;1550000,00;;-18434003,33;0,00;4110,20;0,51;-258873466,64;200174018,52;67267067,23;786532,04;0,00;-9354151,15;217543645,00;2,141;3,50;1,78;1,045;788,00;399,86;1,999
2015;FEV;476220323,46;391354800,24;105529183,27;1680000,00;;-22343660,05;0,00;4160,34;0,50;-238740873,16;196195714,72;52904355,64;842225,01;0,00;-11201422,21;214836388,00;2,115;3,50;1,75;1,032;788,00;395,04;1,975
2015;MAR;586882449,66;461858486,30;127456556,53;;;-2432593,17;0,00;4215,26;0,49;-290385169,03;228524220,97;63064577,47;0,00;0,00;-1203629,41;258355557,00;2,543;3,50;1,73;1,019;788,00;389,90;1,949
2015;ABR;562838642,64;421620725,93;116391723,25;5260000,00;;19566193,46;0,00;4245,19;0,49;-276525031,90;207144065,56;57183751,34;2584260,49;0,00;9612954,51;240925285,00;2,371;3,50;1,72;1,012;788,00;387,15;1,936
2015;MAI;581463167,26;413300492,20;157901864,72;2690000,00;;7570810,34;0,00;4276,60;0,49;-283577163,80;201564927,88;77008081,47;1311901,79;0,00;3692252,66;247975278,00;2,441;3,50;1,71;1,004;788,00;384,30;1,922
2015;JUN;607899809,66;411717691,45;188863379,75;2475000,00;;4843738,46;0,00;4310,39;0,48;-294146115,55;199218946,48;91385831,42;1197584,91;0,00;2343752,75;242492479,00;2,387;3,50;1,69;0,996;788,00;381,29;1,906
2015;JUL;588087260,59;424429947,07;170991731,34;4315000,00;;-11649417,82;0,00;4337,11;0,48;-282806255,24;204104819,11;82228496,45;2075047,49;0,00;-5602107,80;235791737,00;2,321;3,50;1,68;0,990;788,00;378,94;1,895
2015;AGO;595938089,34;401279263,78;168204627,41;6940000,00;;19514198,15;0,00;4346,65;0,48;-285952665,66;192548315,34;80710668,51;3330063,20;0,00;9363618,60;255486931,00;2,515;3,50;1,68;0,988;788,00;378,11;1,891
2015;SET;623460555,04;407914757,20;230542183,73;3300000,00;;-18296385,89;0,00;4370,12;0,48;-297552289,28;194681073,01;110028379,49;1574955,38;0,00;-8732118,60;248007034,00;2,441;3,50;1,67;0,983;788,00;376,08;1,880
2015;OUT;649676104,95;400940114,78;221548943,91;3390000,00;;23797046,26;0,00;4405,95;0,47;-307542404,83;189796247,94;104876406,07;1604751,57;0,00;11264999,25;257335847,00;2,533;3,50;1,66;0,975;788,00;373,02;1,865
2015;NOV;562635259,49;370517779,00;194466487,25;1700000,00;;-4049006,76;0,00;4450,45;0,47;-263676057,03;173641209,61;91135697,09;796696,06;0,00;-1897545,74;241333167,00;2,375;3,50;1,64;0,965;788,00;369,29;1,846
2015;DEZ;586667806,87;400128689,61;180569890,61;2580000,00;;3389226,65;0,00;4493,17;0,46;-272324730,97;185735328,36;83818553,37;1197607,57;0,00;1573241,66;235625110,00;2,319;3,50;1,62;0,956;788,00;365,78;1,829
2016;JAN;564692707,21;379994663,37;180951165,29;3000000,00;;746878,55;0,00;4550,23;0,46;-258837088,58;174177408,50;82942230,71;1375104,12;0,00;342345,26;207613416,00;2,044;3,80;1,74;1,025;880,00;403,36;2,017
2016;FEV;588731874,43;413767531,88;193089353,38;1460000,00;;-19585010,83;0,00;4591,18;0,45;-267448955,58;187966201,69;87716578,87;663248,40;0,00;-8897073,39;224126089,00;2,206;3,80;1,73;1,015;880,00;399,77;1,999
2016;MAR;648310122,30;450728521,54;182740764,72;3250000,00;;11590836,04;0,00;4610,92;0,45;-293253289,12;203880237,09;82660024,06;1470088,40;0,00;5242939,57;258981310,00;2,549;3,80;1,72;1,011;880,00;398,05;1,990
2016;ABR;602709088,99;397064268,04;195756470,96;2500000,00;;7388349,99;0,00;4639,05;0,45;-270973214,93;178516938,29;88010553,10;1123980,13;0,00;3321743,42;246009412,00;2,421;3,80;1,71;1,005;880,00;395,64;1,978
2016;MAI;617495407,52;410264829,26;210975043,31;1740000,00;;-5484465,05;0,00;4675,23;0,45;-275472612,38;183024396,47;94118669,74;776236,29;0,00;-2446690,12;248454074,00;2,446;3,80;1,70;0,997;880,00;392,58;1,963
2016;JUN;639114895,52;403688099,40;230377052,34;2500000,00;;2549743,78;0,00;4691,59;0,44;-284123112,91;179462441,34;102415771,74;1111392,94;0,00;1133506,89;249352330,00;2,454;3,80;1,69;0,994;880,00;391,21;1,956
2016;JUL;588476654,77;379783102,89;205860702,91;1900000,00;;932848,97;0,00;4715,99;0,44;-260257971,14;167961768,80;91043354,81;840288,47;0,00;412559,07;231858730,00;2,282;3,80;1,68;0,989;880,00;389,19;1,946
2016;AGO;643158402,54;415151231,91;225273124,58;3200000,00;;-465953,95;0,00;4736,74;0,44;-283195323,58;182799271,52;99192197,69;1409023,08;0,00;-205168,71;262069342,00;2,580;3,80;1,67;0,984;880,00;387,48;1,937
2016;SET;634595782,72;374896525,22;256857574,22;1600000,00;;-1241683,28;-2483366,56;4740,53;0,44;-279201636,13;164942355,54;113009031,77;703948,29;0,00;-546300,52;250967061,00;2,470;3,80;1,67;0,983;880,00;387,17;1,936
2016;OUT;570613885,48;363297417,15;205660471,47;1675000,00;;-19003,14;0,00;4752,86;0,44;-250400383,91;159424463,80;90249225,13;735034,06;0,00;-8339,08;251548580,00;2,476;3,80;1,67;0,981;880,00;386,17;1,931
2016;NOV;806067600,69;380087143,16;425197174,17;1650000,00;;-866716,64;0,00;4761,42;0,44;-353087749,75;166492381,00;186252261,35;722761,70;0,00;-379654,30;246211771,00;2,423;3,80;1,66;0,979;880,00;385,47;1,927
2016;DEZ;474117388,89;366965933,18;105317079,79;1500000,00;;334375,92;0,00;4775,70;0,44;-207060149,44;160264151,33;45994875,51;655091,40;0,00;146031,19;238151896,00;2,344;3,80;1,66;0,976;880,00;384,32;1,922
2017;JAN;595005800,70;383514966,32;210280217,98;4500000,00;;-3289383,60;0,00;4793,85;0,44;-258871616,43;166857430,87;91487477,71;1957833,47;0,00;-1431125,63;210450611,00;2,071;3,80;1,65;0,973;937,00;407,66;2,038
2017;FEV;558432330,44;350237559,21;208674518,08;1730000,00;;-2209746,85;0,00;4809,67;0,43;-242160302,67;151878085,71;90490255,85;750202,49;0,00;-958241,38;220056641,00;2,166;3,80;1,65;0,969;937,00;406,32;2,032
2017;MAR;711868678,38;447723769,90;255165996,49;1850000,00;;7128911,99;0,00;4821,69;0,43;-307927358,48;193668301,45;110375120,67;800239,75;0,00;3083696,62;261183757,00;2,571;3,80;1,64;0,967;937,00;405,31;2,027
2017;ABR;620766538,81;369320976,93;248959099,54;4215000,00;;-1728537,66;0,00;4828,44;0,43;-268144650,17;159530899,25;107539705,31;1820700,10;0,00;-746654,49;226885533,00;2,233;3,80;1,64;0,966;937,00;404,74;2,024
2017;MAI;751870586,52;431769875,31;325788542,14;3250000,00;;-8937830,93;0,00;4843,41;0,43;-323772186,31;185929705,22;140291787,52;1399522,24;0,00;-3848828,66;260539435,00;2,564;3,80;1,64;0,963;937,00;403,49;2,017
2017;JUN;690126662,57;399566839,29;277730644,59;4300000,00;;8529178,69;0,00;4832,27;0,43;-297868988,61;172459023,48;119872699,75;1855944,31;0,00;3681321,08;241863560,00;2,381;3,80;1,64;0,965;937,00;404,42;2,022
2017;JUL;609387693,71;395579830,19;207418120,87;3944406,40;;2445336,25;0,00;4843,87;0,43;-262390965,29;170329290,47;89310370,91;1698387,76;0,00;1052916,14;229374476,00;2,258;3,80;1,64;0,962;937,00;403,45;2,017
2017;AGO;696075108,52;432320329,66;262337146,15;2785000,00;;-1367367,29;0,00;4853,07;0,43;-299148772,29;185796179,57;112743343,69;1196895,74;0,00;-587646,71;257723471,00;2,537;3,80;1,63;0,961;937,00;402,69;2,013
2017;SET;663249294,99;390171471,83;268799966,09;4450000,00;;-172142,93;0,00;4860,83;0,43;-284586333,93;167414378,90;115336416,47;1909401,48;0,00;-73862,91;243087712,00;2,393;3,80;1,63;0,959;937,00;402,05;2,010
2017;OUT;665183330,19;395295551,21;266103497,03;4650000,00;;-865718,05;0,00;4881,25;0,43;-284222190,65;168903462,28;113701765,26;1986870,58;0,00;-369907,47;247990748,00;2,441;3,80;1,62;0,955;937,00;400,37;2,002
2017;NOV;638682277,65;384469777,57;249413153,16;2950000,00;;1849346,92;0,00;4894,92;0,43;-272136593,21;163819005,35;106272630,66;1256967,63;0,00;787989,57;237017585,00;2,333;3,80;1,62;0,952;937,00;399,25;1,996
2017;DEZ;568005525,29;370964002,07;199148910,05;2500000,00;;-4607386,83;0,00;4916,46;0,42;-240961538,18;157371808,14;84483733,97;1060559,83;0,00;-1954563,76;228092545,00;2,245;3,80;1,61;0,948;937,00;397,50;1,987
2018;JAN;657534623,50;436726779,31;213817549,44;5300000,00;;1690294,75;0,00;4930,72;0,42;-278135204,10;184734138,03;90444192,03;2241884,35;0,00;714989,69;208457141,00;2,052;4,00;1,69;0,995;954,00;403,54;2,018
2018;FEV;624297315,05;388909455,50;257803459,35;;;-22415599,80;0,00;4946,50;0,42;-263233483,08;163982750,06;108702217,55;0,00;0,00;-9451484,52;212484247,00;2,091;4,00;1,69;0,992;954,00;402,25;2,011
2018;MAR;726552764,97;426771399,19;296976020,62;6550000,00;;-3744654,84;0,00;4950,95;0,42;-306073899,12;179785409,24;125106685,93;2759309,63;0,00;-1577505,67;249643423,00;2,457;4,00;1,69;0,991;954,00;401,89;2,009
2018;ABR;739107654,34;426374642,50;308475206,53;;;4257805,31;0,00;4961,84;0,42;-310679516,57;179224050,83;129665722,55;0,00;0,00;1789743,20;242649455,00;2,388;4,00;1,68;0,989;954,00;401,01;2,005
2018;MAI;728005084,05;428430271,95;301590681,04;;;-2015868,94;0,00;4981,69;0,42;-304793281,74;179370544,86;126266719,05;0,00;0,00;-843982,17;245521974,00;2,417;4,00;1,67;0,985;954,00;399,41;1,997
2018;JUN;723577622,38;405512933,16;309118011,37;;;8946677,85;0,00;5044,46;0,41;-299170054,96;167663181,87;127807783,98;0,00;0,00;3699089,11;234637218,00;2,310;4,00;1,65;0,973;954,00;394,44;1,972
2018;JUL;672230429,18;421633737,64;251636451,05;;;-1039759,51;0,00;5061,11;0,41;-277025704,15;173754977,45;103699210,89;0,00;0,00;-428484,19;221080168,00;2,176;4,00;1,65;0,970;954,00;393,14;1,966
2018;AGO;862400016,29;435117574,77;368365792,74;41750000,00;;17166648,78;0,00;5056,56;0,41;-355714253,56;179473006,03;151939889,29;17220628,25;0,00;7080729,99;255405817,00;2,514;4,00;1,65;0,971;954,00;393,50;1,967
2018;SET;653020920,05;391029310,22;257858935,71;3470000,00;;662674,12;0,00;5080,83;0,41;-268064995,78;160517476,82;105851056,82;1424434,51;0,00;272027,63;233888960,00;2,302;4,00;1,64;0,966;954,00;391,62;1,958
2018;OUT;784284916,16;442742977,45;340271798,62;3730000,00;;-2459859,91;0,00;5103,69;0,41;-320506802,71;180931869,53;139055876,23;1524306,22;0,00;-1005249,26;251183049,00;2,472;4,00;1,63;0,962;954,00;389,86;1,949
2018;NOV;701742335,40;393410887,35;301015609,57;3200000,00;;4115838,48;0,00;5092,97;0,41;-287378475,45;161110161,56;123272321,76;1310468,35;0,00;1685523,77;226901164,00;2,233;4,00;1,64;0,964;954,00;390,68;1,953
2018;DEZ;580166000,28;384478178,34;196724247,39;3700000,00;;-4736425,45;0,00;5100,61;0,41;-237234492,24;157216185,32;80442109,53;1512959,43;0,00;-1936762,04;217063006,00;2,137;4,00;1,64;0,962;954,00;390,10;1,950
2019;JAN;718577487,33;456966401,82;328242599,43;2800000,00;;-69431513,92;0,00;5116,93;0,41;-292894898,65;186261231,82;133792923,64;1141290,58;0,00;-28300547,39;203090244,00;1,999;4,30;1,75;1,031;998,00;406,79;2,034
2019;FEV;708287186,31;431589747,74;242494678,47;;;34202760,10;0,00;5138,93;0,41;-287464592,58;175164500,21;98418600,95;0,00;0,00;13881491,42;214135442,00;2,108;4,30;1,75;1,027;998,00;405,05;2,025
2019;MAR;713650440,86;460921662,73;330138032,94;;;-77409254,81;0,00;5177,47;0,40;-287485287,50;185676613,00;132992039,07;0,00;0,00;-31183364,57;219257012,00;2,158;4,30;1,73;1,019;998,00;402,03;2,010
2019;ABR;714034876,09;486634136,57;219632346,36;;;7768393,16;0,00;5206,98;0,40;-286009982,82;194923561,44;87974755,45;0,00;0,00;3111665,93;227678340,00;2,241;4,30;1,72;1,013;998,00;399,75;1,999
2019;MAI;775438532,46;502404069,74;266589047,37;;;6445415,35;0,00;5213,75;0,40;-310202184,30;200978972,94;106644822,69;0,00;0,00;2578388,66;236277895,00;2,326;4,30;1,72;1,012;998,00;399,23;1,996
2019;JUN;648910558,88;415865841,50;202357202,10;;;30687515,28;0,00;5214,27;0,40;-259560738,98;166344103,45;80941794,21;0,00;0,00;12274841,32;210588554,00;2,073;4,30;1,72;1,012;998,00;399,19;1,996
2019;JUL;706520928,16;461783935,81;197917201,36;;;46819790,99;0,00;5224,18;0,40;-282068491,03;184360707,18;79015644,28;0,00;0,00;18692139,56;211994268,00;2,087;4,30;1,72;1,010;998,00;398,44;1,992
2019;AGO;796807685,84;461352336,39;296940095,87;26700000,00;;11815253,58;0,00;5229,93;0,40;-317764454,63;183985892,92;118418797,03;10647877,89;0,00;4711886,79;232653019,00;2,290;4,30;1,71;1,009;998,00;398,00;1,990
2019;SET;747957070,55;464143975,99;306269674,35;;;-22456579,79;0,00;5227,84;0,40;-298402227,86;185173189,66;122188233,46;0,00;0,00;-8959195,26;219249397,00;2,158;4,30;1,72;1,009;998,00;398,16;1,991
2019;OUT;760844180,16;492755718,69;227745469,19;5900000,00;;34442992,28;0,00;5233,07;0,40;-303240256,61;196391553,59;90769695,45;2351490,04;0,00;13727517,53;236754295,00;2,330;4,30;1,71;1,008;998,00;397,76;1,989
